#        x          y          z           w
#
0.708186 0.781758 0.266964 0.714087
0.043958 0.675000 0.907799 0.751853
0.141790 0.024025 0.883094 0.916787
0.924231 0.685532 0.392454 0.897270
0.636761 0.266224 0.757459 0.885227
0.308603 0.887952 0.993047 0.525728
0.450376 0.199946 0.411483 0.630101
0.174927 0.121651 0.660896 0.997223
0.978717 0.695873 0.221337 0.672923
0.824518 0.314264 0.078757 0.692217
0.672599 0.489929 0.768339 0.775503
0.845616 0.796609 0.398892 0.950129
0.360063 0.808402 0.829702 0.505686
0.481072 0.031155 0.791204 0.529610
0.808203 0.999337 0.727081 0.627988
0.786848 0.164860 0.317563 0.860892
0.379522 0.627412 0.954921 0.719044
0.854048 0.734426 0.181070 0.629706
0.026443 0.306811 0.175761 0.704693
0.673238 0.446655 0.419554 0.748976
0.308374 0.510210 0.490649 0.699965
0.775150 0.996679 0.855611 0.750516
0.228033 0.063446 0.920830 0.877245
0.541906 0.233793 0.933058 0.680908
0.819765 0.170953 0.150928 0.932905
0.696497 0.450947 0.075048 0.714021
0.041747 0.973734 0.373560 0.824882
0.054416 0.628430 0.439011 0.962718
0.999304 0.926755 0.579316 0.849884
0.122284 0.528950 0.187786 0.849738
0.184454 0.397051 0.908991 0.822008
0.955755 0.749708 0.188203 0.717221
0.184138 0.666930 0.573957 0.922791
0.230484 0.928061 0.189462 0.604431
0.773906 0.750773 0.722199 0.731270
0.009115 0.985184 0.790545 0.879848
0.237593 0.693020 0.608970 0.819004
0.202188 0.831023 0.591415 0.894619
0.688179 0.251270 0.945631 0.872362
0.270137 0.816638 0.234817 0.845155
0.226313 0.332414 0.620983 0.909163
0.106433 0.249848 0.871248 0.802899
0.090703 0.081670 0.053647 0.831077
0.784653 0.891962 0.745871 0.677732
0.411592 0.683656 0.454872 0.910942
0.633769 0.404870 0.314468 0.631318
0.214150 0.938379 0.706977 0.711529
0.544600 0.349146 0.347348 0.843498
0.245562 0.425098 0.203057 0.603801
0.998085 0.771060 0.540671 0.553933
0.774787 0.397647 0.919012 0.568380
0.034104 0.795958 0.892125 0.620072
0.564934 0.636663 0.167454 0.679717
0.795199 0.582074 0.422689 0.704497
0.643637 0.413966 0.276429 0.808162
0.914655 0.739102 0.492965 0.933728
0.210747 0.546711 0.858767 0.878397
0.818948 0.352138 0.676802 0.696704
0.469584 0.084119 0.711997 0.968524
0.824775 0.314143 0.419891 0.573446
0.409194 0.418294 0.893498 0.638635
0.443118 0.461372 0.020815 0.782783
0.879743 0.305535 0.889040 0.789359
0.020592 0.600592 0.953850 0.982719
0.821065 0.048531 0.841970 0.919329
0.248493 0.038406 0.908215 0.726185
0.953808 0.033871 0.276913 0.786478
0.332168 0.985448 0.854683 0.902930
0.417920 0.492744 0.239153 0.895365
0.501224 0.726806 0.245184 0.865587
0.421308 0.053837 0.236883 0.642033
0.836801 0.503143 0.591559 0.616867
0.418323 0.731521 0.061490 0.560687
0.512970 0.427352 0.997375 0.843613
0.429484 0.069056 0.289097 0.703269
0.249545 0.728940 0.142650 0.835032
0.742026 0.635061 0.574172 0.877011
0.363458 0.115544 0.650659 0.915444
0.605059 0.153942 0.923907 0.818205
0.506831 0.423899 0.876981 0.727993
0.115354 0.059029 0.838510 0.726956
0.316194 0.467627 0.253630 0.901028
0.582896 0.719290 0.249922 0.521563
0.443805 0.533620 0.659692 0.761317
0.810671 0.630959 0.584632 0.691500
0.483073 0.573721 0.718876 0.838116
0.849444 0.714070 0.808372 0.817189
0.091347 0.213414 0.105623 0.846937
0.702731 0.061733 0.492709 0.536073
0.494074 0.766398 0.056449 0.642890
0.073413 0.240888 0.687727 0.935153
0.869321 0.276862 0.814579 0.834971
0.698750 0.771885 0.983827 0.797063
0.604287 0.112282 0.567079 0.587985
0.969613 0.243561 0.471947 0.564172
0.504553 0.278697 0.967821 0.990606
0.046556 0.834219 0.916982 0.604841
0.598936 0.697312 0.419434 0.530990
0.887432 0.572968 0.554907 0.808621
0.232989 0.064303 0.016751 0.604554
0.492222 0.548887 0.441050 0.629833
0.692526 0.059911 0.637964 0.706723
0.301524 0.680663 0.104529 0.990972
0.463879 0.777034 0.194568 0.640431
0.659268 0.936803 0.649363 0.654490
0.500494 0.591917 0.026711 0.904838
0.414587 0.250535 0.609079 0.906984
0.815400 0.060468 0.931812 0.839336
0.421549 0.282453 0.084576 0.877205
0.111033 0.662210 0.505649 0.509799
0.000541 0.428097 0.238047 0.852224
0.230409 0.532597 0.057766 0.879141
0.261092 0.521350 0.740318 0.735088
0.415581 0.458605 0.087269 0.971204
0.286335 0.881270 0.297712 0.867115
0.042649 0.435397 0.072085 0.721184
0.391257 0.851080 0.752645 0.695066
0.598225 0.045683 0.325743 0.804015
0.548012 0.933804 0.455730 0.900137
0.066451 0.531622 0.079080 0.770955
0.811209 0.700015 0.013892 0.808737
0.259517 0.547426 0.234944 0.584740
0.529647 0.849163 0.390485 0.565786
0.222535 0.226746 0.351467 0.625002
0.565458 0.863293 0.009052 0.561820
0.906850 0.682836 0.314477 0.703222
0.711916 0.362208 0.464167 0.888752
0.611432 0.787758 0.315738 0.859406
0.393697 0.565839 0.725091 0.595339
0.274260 0.007068 0.455045 0.723004
0.219623 0.862348 0.993459 0.913904
0.015299 0.954680 0.583185 0.987234
0.238019 0.644191 0.576388 0.895454
0.491244 0.578382 0.601438 0.512159
0.620131 0.889691 0.202612 0.534404
0.333752 0.426490 0.914800 0.626495
0.230503 0.178981 0.943413 0.837700
0.432374 0.949196 0.054705 0.872833
0.745691 0.809983 0.583410 0.889993
0.865629 0.990995 0.607637 0.822655
0.602998 0.186206 0.808225 0.529740
0.354780 0.713122 0.504711 0.925584
0.335186 0.772555 0.923668 0.968310
0.555064 0.375529 0.363368 0.564257
0.098190 0.130250 0.547836 0.774708
0.724456 0.158769 0.170304 0.943275
0.471652 0.152975 0.520187 0.950601
0.226855 0.309423 0.658339 0.715874
0.097963 0.050205 0.164765 0.572071
0.108164 0.147668 0.378605 0.731435
0.772209 0.546653 0.601811 0.877311
0.425019 0.077193 0.620442 0.524963
0.939551 0.638973 0.039569 0.829893
0.866314 0.507181 0.641188 0.675243
0.202629 0.389541 0.057688 0.658697
0.322535 0.716918 0.588910 0.750436
0.196965 0.701118 0.883278 0.513799
0.570701 0.344802 0.636316 0.639863
0.091658 0.743055 0.238171 0.740767
0.301818 0.297413 0.541399 0.600952
0.469520 0.010742 0.138631 0.801522
0.749685 0.758493 0.092259 0.890897
0.803000 0.346528 0.408531 0.565215
0.969771 0.430655 0.837600 0.932373
0.673458 0.338727 0.555911 0.785255
0.094831 0.824303 0.268909 0.759799
0.062735 0.315669 0.897643 0.798954
0.698600 0.084525 0.203939 0.863561
0.091005 0.537170 0.678922 0.667891
0.300600 0.625994 0.998199 0.776868
0.120927 0.325460 0.768267 0.627969
0.812757 0.775853 0.387451 0.688635
0.824669 0.395353 0.747864 0.845532
0.806777 0.896358 0.212920 0.519301
0.540547 0.177430 0.353226 0.762565
0.496985 0.452271 0.354775 0.667317
0.070855 0.488122 0.324424 0.721219
0.303651 0.256901 0.073714 0.897904
0.468354 0.179339 0.602459 0.675130
0.574598 0.531761 0.543870 0.923608
0.348024 0.598665 0.614933 0.617677
0.122520 0.924892 0.084980 0.505660
0.139539 0.215955 0.474830 0.590805
0.096383 0.340076 0.536475 0.684739
0.699273 0.115992 0.725327 0.881611
0.778267 0.327376 0.411959 0.778760
0.711186 0.686726 0.256052 0.599434
0.190190 0.188410 0.332929 0.620045
0.338261 0.783943 0.157659 0.617607
0.347126 0.016877 0.027392 0.525441
0.709055 0.710376 0.196444 0.700042
0.838479 0.562369 0.001164 0.623595
0.230499 0.697675 0.204084 0.752887
0.640519 0.537904 0.643960 0.644262
0.428072 0.536974 0.868298 0.893043
0.755849 0.878535 0.703256 0.512557
0.130113 0.979640 0.822534 0.796756
0.834745 0.588163 0.864236 0.802689
0.400217 0.908817 0.589281 0.594872
0.459314 0.673608 0.900182 0.524843
0.916647 0.923177 0.299392 0.993926
0.613716 0.676225 0.080519 0.723867
0.697238 0.308884 0.432165 0.698482
0.947098 0.842916 0.164971 0.666342
0.582738 0.981303 0.327705 0.867553
0.801198 0.281803 0.362537 0.972537
0.268899 0.123293 0.284878 0.858038
0.064705 0.009956 0.666816 0.529390
0.987542 0.511632 0.617586 0.784699
0.938746 0.152011 0.509742 0.572457
0.868476 0.062631 0.530567 0.766708
0.602676 0.452552 0.089340 0.633697
0.612079 0.129531 0.572382 0.551056
0.130141 0.642439 0.289827 0.651723
0.522910 0.034330 0.883677 0.765956
0.163818 0.595473 0.424218 0.955864
0.343694 0.343493 0.935610 0.872260
0.310849 0.998824 0.846758 0.982774
0.552633 0.145834 0.861503 0.965362
0.134354 0.494441 0.921533 0.778479
0.776782 0.897290 0.545461 0.814360
0.600031 0.652658 0.408409 0.533112
0.559415 0.103820 0.012215 0.507340
0.382480 0.413423 0.643315 0.568861
0.681204 0.901486 0.078394 0.727065
0.518404 0.945457 0.197334 0.891491
0.925771 0.505787 0.850098 0.988141
0.519342 0.530487 0.345382 0.640104
0.539269 0.976500 0.969655 0.846755
0.191516 0.648805 0.147210 0.724905
0.657434 0.976539 0.726326 0.882266
0.894259 0.870264 0.055296 0.509370
0.253833 0.383264 0.527154 0.966314
0.956901 0.503800 0.642549 0.873269
0.515243 0.043203 0.299500 0.950238
0.843194 0.913723 0.750766 0.774778
0.196049 0.452121 0.325914 0.865211
0.275898 0.665104 0.349915 0.587241
0.351582 0.874330 0.554507 0.634588
0.375889 0.912950 0.572585 0.549532
0.497719 0.440925 0.654084 0.944489
0.798511 0.529850 0.204297 0.732042
0.886565 0.501996 0.222166 0.607922
0.948185 0.963324 0.567945 0.682998
0.115714 0.101633 0.939917 0.978028
0.820791 0.213028 0.522148 0.937186
0.570503 0.519398 0.298903 0.537509
0.984689 0.768586 0.959307 0.813862
0.466120 0.076893 0.278104 0.759907
0.231469 0.690455 0.615149 0.711863
0.680806 0.455600 0.805235 0.808907
0.653962 0.201481 0.397680 0.596855
0.320168 0.947801 0.460783 0.690948
0.630009 0.838496 0.552871 0.789002
0.108789 0.811535 0.995222 0.543048
0.339491 0.521129 0.896231 0.549529
0.625890 0.578389 0.967840 0.821152
0.181969 0.825691 0.136280 0.599169
0.572730 0.057307 0.291134 0.734788
0.411484 0.759823 0.754707 0.755120
0.566554 0.742351 0.269453 0.845194
0.908515 0.897098 0.946380 0.696351
0.728787 0.829202 0.751480 0.656909
0.638432 0.287692 0.939154 0.722916
0.021292 0.620252 0.775315 0.568213
0.355538 0.399467 0.202498 0.832158
0.021882 0.921869 0.957964 0.753162
0.221592 0.018219 0.520079 0.687002
0.965185 0.555165 0.222256 0.689299
0.111539 0.242935 0.475909 0.899760
0.096291 0.266239 0.775544 0.719718
0.837399 0.515474 0.876208 0.943878
0.050025 0.952259 0.799349 0.825983
0.317687 0.447636 0.089891 0.937763
0.137756 0.033459 0.093180 0.855654
0.293153 0.469086 0.898936 0.847367
0.734761 0.954835 0.427634 0.740525
0.231698 0.929106 0.161860 0.645883
0.676441 0.796956 0.492919 0.907635
0.441705 0.011436 0.689126 0.928477
0.823958 0.065678 0.577066 0.736583
0.040069 0.142973 0.909705 0.693966
0.078925 0.462634 0.753895 0.917553
0.894502 0.531825 0.188891 0.554742
0.088538 0.443849 0.545784 0.773778
0.557947 0.861821 0.086523 0.894192
0.129785 0.308197 0.939331 0.838926
0.951127 0.983511 0.140586 0.877886
0.620693 0.835673 0.976211 0.941474
0.412354 0.317216 0.765994 0.508576
0.452151 0.610099 0.964445 0.572302
0.392262 0.660972 0.523875 0.552241
0.217275 0.526023 0.424265 0.740170
0.434431 0.033932 0.559502 0.937980
0.180224 0.032458 0.076320 0.768518
0.520589 0.341456 0.688799 0.998213
0.869608 0.547855 0.722269 0.968485
0.310352 0.154177 0.129997 0.757194
0.592817 0.137493 0.783993 0.931240
0.624446 0.553782 0.512414 0.979008
0.659741 0.352371 0.449435 0.602905
0.284794 0.983370 0.120019 0.996882
0.098752 0.722493 0.490727 0.570605
0.811222 0.956699 0.835636 0.730768
0.550745 0.803886 0.535101 0.966623
0.051227 0.612890 0.076688 0.949820
0.630340 0.380718 0.112612 0.721940
0.560297 0.521280 0.441058 0.978773
0.133613 0.181999 0.836683 0.794351
0.950750 0.745003 0.178414 0.934165
0.923342 0.039993 0.030322 0.986579
0.007800 0.913055 0.487665 0.642165
0.078077 0.210268 0.625030 0.612687
0.091438 0.440025 0.410549 0.698219
0.434070 0.118096 0.406419 0.719756
0.030973 0.977903 0.320083 0.593605
0.066650 0.671038 0.002997 0.696838
0.033504 0.378771 0.403338 0.872251
0.870759 0.216204 0.242002 0.892735
0.451258 0.818199 0.293046 0.845185
0.434355 0.825270 0.308289 0.670682
0.960331 0.783644 0.777184 0.600522
0.758206 0.598392 0.098702 0.582667
0.756819 0.086851 0.108172 0.578366
0.153706 0.882629 0.722177 0.640734
0.145255 0.206145 0.394463 0.731909
0.040132 0.840383 0.976149 0.945807
0.467951 0.414905 0.793784 0.982265
0.750127 0.087886 0.565632 0.536641
0.911215 0.791369 0.236589 0.716875
0.196632 0.313620 0.711356 0.890145
0.960427 0.220304 0.768089 0.977042
0.068703 0.119752 0.571207 0.546781
0.749055 0.929185 0.308351 0.735519
0.248194 0.218744 0.013655 0.892147
0.944794 0.564548 0.552500 0.685064
0.488571 0.497166 0.732940 0.514261
0.999164 0.822827 0.600787 0.763777
0.560186 0.712448 0.686299 0.718010
0.113127 0.596057 0.267231 0.843203
0.234793 0.146895 0.394735 0.916954
0.522175 0.797908 0.521730 0.924765
0.351786 0.508320 0.328683 0.862524
0.682242 0.202550 0.610986 0.856180
0.656591 0.080675 0.852658 0.592987
0.261870 0.671632 0.280024 0.551183
0.064856 0.293284 0.108430 0.674851
0.070760 0.447057 0.738390 0.857026
0.364915 0.844362 0.215041 0.575387
0.110321 0.743382 0.375946 0.519547
0.513960 0.313056 0.199196 0.801699
0.680210 0.139455 0.896963 0.698271
0.631154 0.421936 0.854322 0.550904
0.702361 0.983249 0.041881 0.938505
0.764774 0.973230 0.871976 0.797070
0.708572 0.140339 0.036864 0.792672
0.507762 0.005062 0.734976 0.780259
0.948677 0.996844 0.686862 0.674888
0.038887 0.035498 0.076616 0.699852
0.297917 0.518006 0.115797 0.926450
0.550111 0.019958 0.791281 0.992732
0.389316 0.385778 0.308723 0.578272
0.238271 0.695605 0.980576 0.977028
0.421728 0.989301 0.092195 0.994444
0.291730 0.719452 0.498799 0.612397
0.508002 0.976097 0.728151 0.619765
0.101619 0.685787 0.881250 0.873178
0.953294 0.261870 0.770227 0.742158
0.235308 0.901283 0.092274 0.586316
0.014618 0.967576 0.969892 0.778349
0.829161 0.860846 0.296709 0.609452
0.863259 0.472787 0.072300 0.929289
0.329358 0.299527 0.050114 0.994796
0.035434 0.567830 0.390148 0.560276
0.963407 0.385386 0.044922 0.580332
0.469125 0.693741 0.671044 0.596685
0.169060 0.593353 0.447168 0.901885
0.424551 0.042018 0.750143 0.724209
0.857147 0.511854 0.996834 0.832213
0.914817 0.692509 0.782189 0.652808
0.679727 0.732592 0.301776 0.977741
0.371481 0.706338 0.680059 0.808192
0.574677 0.724776 0.093495 0.772198
0.749890 0.232537 0.889661 0.570734
0.844591 0.717930 0.953725 0.690491
0.906571 0.949898 0.292584 0.590182
0.434000 0.622792 0.408159 0.871482
0.351509 0.560529 0.828649 0.881330
0.223581 0.263380 0.635428 0.770560
0.667814 0.391343 0.419023 0.817443
0.959146 0.081898 0.755548 0.763485
0.759216 0.713887 0.490397 0.571541
0.059300 0.168678 0.656166 0.707600
0.808017 0.336853 0.307676 0.952660
0.484454 0.911259 0.020001 0.895750
0.208360 0.190128 0.771697 0.977031
0.973711 0.086990 0.172061 0.511540
0.414483 0.198331 0.563844 0.531039
0.394062 0.410566 0.817807 0.510687
0.183964 0.404785 0.028925 0.758510
0.757249 0.328688 0.268327 0.863849
0.857869 0.467504 0.554137 0.731730
0.192177 0.558735 0.476074 0.749735
0.613102 0.595934 0.235847 0.790564
0.169873 0.975908 0.254103 0.920558
0.320861 0.002373 0.320104 0.611866
0.471178 0.216186 0.794807 0.696497
0.480029 0.610155 0.943056 0.626259
0.961137 0.324328 0.982157 0.829652
0.801942 0.756693 0.710455 0.889996
0.716034 0.937953 0.322285 0.765980
0.155407 0.887321 0.139133 0.963294
0.393056 0.759331 0.854896 0.803449
0.275273 0.000800 0.430047 0.961637
0.203091 0.453003 0.970663 0.987608
0.289963 0.038473 0.503408 0.680339
0.733474 0.964273 0.536062 0.556268
0.177078 0.950737 0.246679 0.956941
0.126205 0.828876 0.016975 0.681490
0.678422 0.739155 0.975082 0.794836
0.823116 0.703605 0.312867 0.867144
0.319536 0.337105 0.063433 0.606369
0.413199 0.607623 0.275099 0.819220
0.044642 0.179994 0.354862 0.824953
0.468939 0.326073 0.577034 0.988315
0.798238 0.947538 0.865235 0.644833
0.049964 0.832123 0.206682 0.815071
0.764517 0.166346 0.682404 0.666971
0.555660 0.513739 0.824662 0.735191
0.420587 0.643712 0.843116 0.783779
0.053135 0.662309 0.893224 0.604818
0.615285 0.295273 0.746268 0.908468
0.379647 0.366138 0.684295 0.530868
0.180981 0.159690 0.708744 0.603414
0.022498 0.758005 0.537655 0.622701
0.276014 0.130491 0.932696 0.507975
0.751099 0.830035 0.769549 0.733805
0.404512 0.253725 0.565375 0.599308
0.859942 0.283789 0.851054 0.957298
0.608190 0.890049 0.936139 0.723269
0.220247 0.148744 0.736449 0.990548
0.079411 0.950947 0.580591 0.523809
0.997352 0.710734 0.197382 0.553806
0.084052 0.913345 0.399861 0.788463
0.890337 0.409034 0.813588 0.660822
0.731626 0.296832 0.984440 0.819017
0.494215 0.492064 0.961596 0.642748
0.706391 0.702466 0.195269 0.815831
0.715432 0.733396 0.637492 0.643627
0.402593 0.917530 0.214346 0.726277
0.074857 0.881132 0.780569 0.505580
0.786004 0.989285 0.032044 0.530286
0.932495 0.230626 0.351881 0.700126
0.854595 0.398194 0.087597 0.983728
0.154235 0.318876 0.668985 0.947892
0.004820 0.679626 0.274361 0.628819
0.942915 0.511358 0.512792 0.927813
0.460954 0.981596 0.922642 0.572550
0.755023 0.361694 0.722568 0.850209
0.109928 0.573269 0.545543 0.672596
0.729603 0.877837 0.201333 0.615637
0.551629 0.842989 0.837302 0.713687
0.322542 0.625874 0.483666 0.751168
0.376079 0.459603 0.400642 0.710401
0.936250 0.298725 0.091612 0.678385
0.923393 0.642988 0.996506 0.648017
0.942165 0.775219 0.952862 0.720488
0.122360 0.883018 0.795129 0.819649
0.544821 0.634426 0.825506 0.965090
0.123798 0.454097 0.382168 0.542822
0.375190 0.488846 0.635753 0.513130
0.909298 0.161302 0.523759 0.589600
0.348730 0.344929 0.901442 0.785317
0.797262 0.785237 0.948280 0.596878
0.500024 0.073544 0.673579 0.831624
0.710418 0.352537 0.488657 0.876841
0.160778 0.260807 0.903414 0.728294
0.128655 0.063537 0.299690 0.511297
0.069312 0.871457 0.290547 0.574327
0.607677 0.402233 0.561977 0.651725
0.521784 0.099490 0.055235 0.930835
0.601235 0.232502 0.005197 0.556126
0.515199 0.429087 0.293105 0.664653
0.164792 0.150816 0.871915 0.861403
0.565841 0.174362 0.865268 0.729409
0.318930 0.008757 0.466633 0.977351
0.070221 0.960683 0.323252 0.853806
0.025693 0.249263 0.621591 0.595320
0.450332 0.678111 0.032693 0.539543
0.250806 0.390272 0.829465 0.676702
0.080372 0.455278 0.943047 0.562163
0.890898 0.397456 0.958443 0.743921
0.510044 0.937374 0.847551 0.915621
0.002101 0.809469 0.703525 0.953933
0.782520 0.675453 0.530564 0.654421
0.769991 0.354775 0.883601 0.713753
0.693783 0.383942 0.186820 0.841841
0.315962 0.710777 0.281240 0.768712
0.721993 0.859234 0.615675 0.893900
0.859070 0.460326 0.389469 0.956904
0.395808 0.414994 0.288195 0.612886
0.307045 0.306780 0.241286 0.948717
0.339454 0.325776 0.414744 0.559432
0.885094 0.197607 0.984938 0.859370
0.600682 0.979526 0.063309 0.556472
0.817931 0.925187 0.916179 0.944180
0.819298 0.302854 0.182172 0.940213
0.592677 0.581834 0.528083 0.937997
0.683407 0.437335 0.730481 0.533212
0.809775 0.735001 0.353803 0.527198
0.131588 0.009906 0.504659 0.827236
0.395928 0.065019 0.669402 0.535443
0.776112 0.826611 0.153471 0.879393
0.455917 0.091308 0.028219 0.795711
0.671758 0.953231 0.137197 0.735255
0.655976 0.765331 0.977609 0.559025
0.577387 0.397896 0.870526 0.737062
0.822981 0.176785 0.500867 0.708109
0.679205 0.250175 0.058739 0.636635
0.545717 0.794187 0.017878 0.521569
0.291498 0.943798 0.581203 0.522094
0.997992 0.974630 0.702229 0.664315
0.176074 0.753892 0.260717 0.707449
0.876206 0.389521 0.488307 0.751014
0.220876 0.301956 0.574665 0.835088
0.622777 0.837930 0.754695 0.663784
0.840843 0.913325 0.911979 0.656723
0.775686 0.195868 0.304736 0.720923
0.355851 0.591519 0.712925 0.800856
0.890148 0.639555 0.161300 0.710723
0.785292 0.103689 0.139123 0.930278
0.634919 0.818229 0.548236 0.537996
0.016345 0.074940 0.523976 0.527962
0.275057 0.722408 0.863812 0.625261
0.641557 0.957909 0.828432 0.827315
0.490415 0.930835 0.176963 0.530423
0.069634 0.346366 0.698135 0.763049
0.843784 0.478818 0.743775 0.705314
0.327389 0.134767 0.856731 0.668463
0.367617 0.271505 0.985744 0.908656
0.889914 0.094169 0.461964 0.754226
0.623176 0.782131 0.970683 0.736056
0.398919 0.706288 0.007724 0.690820
0.353487 0.950151 0.196369 0.707783
0.377522 0.287773 0.572759 0.947461
0.468240 0.094658 0.901828 0.669738
0.054973 0.101549 0.449502 0.842520
0.222036 0.748636 0.343221 0.561881
0.804220 0.042376 0.245397 0.936076
0.015688 0.820123 0.150883 0.767730
0.501423 0.948950 0.185973 0.729393
0.387122 0.679597 0.712692 0.658678
